name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Honda Amaze S Petrol BSIV,2019,640000,6000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,110Nm@ 4800rpm,5.0
Hyundai i20 Active S Petrol,2019,620000,13000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5.0
Honda Civic ZX Diesel BSIV,2020,2125000,5500,Diesel,Dealer,Manual,First Owner,26.8,1597,118.0,300Nm@ 2000rpm,5.0
BMW X1 sDrive20d M Sport,2018,3350000,18000,Diesel,Dealer,Automatic,First Owner,19.62,1998,190.0,400nm@ 1750-2500rpm,5.0
Honda Jazz VX CVT,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110Nm@ 4800rpm,5.0
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2018,1290000,29899,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,250Nm@ 1500-3000rpm,5.0
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,1800000,20000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,8.0
Hyundai Grand i10 Nios Sportz,2020,775000,2000,Petrol,Dealer,Manual,First Owner,20.7,1197,81.86,113.75Nm@ 4000rpm,5.0
Hyundai Elite i20 Asta Option CVT BSIV,2018,730000,31000,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,117nm@ 4000rpm,5.0
Hyundai Santro Asta BSIV,2018,540000,7000,Petrol,Dealer,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,6000,Diesel,Dealer,Automatic,First Owner,17.9,2143,170.0,400Nm@ 1400-2800rpm,5.0
Force Gurkha Hard Top BS3 4WD,2018,910000,20000,Diesel,Dealer,Manual,First Owner,17.0,2596,80.8,230Nm@ 1800-2000rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5800000,21000,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Mahindra Xylo D4,2018,650000,114000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,218Nm@ 1400-2600rpm,7.0
Maruti Swift VDI,2019,690000,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Celerio ZXI Optional AMT BSIV,2018,545000,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5.0
Maruti Baleno Zeta Automatic,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Mahindra Marazzo M8,2019,1450000,10000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300Nm@ 1750-2500rpm,7.0
Maruti Swift AMT VDI,2018,790000,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Baleno Alpha,2018,775000,17000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift Dzire LDI,2018,550000,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Toyota Etios Liva 1.4 VD,2018,665000,70000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170Nm@ 1800-2400rpm,5.0
Ford Aspire Trend Plus,2018,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120Nm@ 4250rpm,5.0
Maruti Swift Dzire VXI 1.2,2018,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,343Nm@ 1400-2800rpm,8.0
Ford Aspire Trend Plus,2018,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120Nm@ 4250rpm,5.0
Hyundai i20 1.2 Asta,2018,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5.0
Renault Triber RXZ BSIV,2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96Nm@ 3500rpm,7.0
Toyota Platinum Etios 1.4 GXD,2018,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5.0
Maruti Swift LXI,2020,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai Xcent 1.2 VTVT S AT,2018,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,114Nm@ 3500rpm,5.0
Tata Nexon 1.2 Revotron XM,2018,750000,15000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Hyundai Santro Sportz AMT BSIV,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Hyundai Santro Sportz BSIV,2019,430000,18500,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Maruti Ciaz 1.3 Zeta,2018,889000,20000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5.0
Renault KWID RXT Optional,2018,390000,13120,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Hyundai Elite i20 Asta Option CVT BSIV,2018,800000,25000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,117nm@ 4000rpm,5.0
Renault KWID AMT,2018,400000,25000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,91Nm@ 4250rpm,5.0
Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,700000,25000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112Nm@ 4000rpm,5.0
Hyundai Santro Magna,2020,500000,1000,Petrol,Individual,Manual,First Owner,20.3,1086,68.07,99.07Nm@ 4500rpm,5.0
Maruti Swift Dzire ZDI,2019,802999,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Mahindra KUV 100 D75 K8,2018,700000,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,6.0
Volkswagen Ameo 1.5 TDI Comfortline,2020,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5.0
Volvo XC60 Inscription D5 BSIV,2018,5500000,50000,Diesel,Individual,Automatic,First Owner,11.2,1969,235.0,480Nm,5.0
Nissan Kicks XV D BSIV,2019,1200000,23000,Diesel,Individual,Manual,First Owner,20.45,1461,108.5,240Nm@ 1750rpm,5.0
Honda City i-DTEC VX,2019,1110000,10500,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5.0
Hyundai i20 1.2 Asta Dual Tone,2018,730000,2388,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Maruti Alto 800 CNG LXI Optional,2019,330000,10000,CNG,Individual,Manual,Second Owner,33.44,796,40.3,60Nm@ 3500rpm,4.0
Maruti Alto K10 VXI Airbag,2019,366000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.1,90Nm@ 3500rpm,5.0
Hyundai Verna VTVT 1.6 SX Option,2019,1149000,5000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151Nm@ 4850rpm,5.0
Ford Aspire Trend Plus,2018,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120Nm@ 4250rpm,5.0
Maruti Swift Dzire VXI 1.2,2018,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,343Nm@ 1400-2800rpm,8.0
Ford Aspire Trend Plus,2018,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120Nm@ 4250rpm,5.0
Hyundai i20 1.2 Asta,2018,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5.0
Renault Triber RXZ BSIV,2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96Nm@ 3500rpm,7.0
Maruti Swift Dzire AMT ZDI Plus,2018,730000,60000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Maruti Ignis Zeta AMT,2020,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Toyota Platinum Etios 1.4 GXD,2018,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5.0
Maruti Swift LXI,2020,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai Xcent 1.2 VTVT S AT,2018,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,114Nm@ 3500rpm,5.0
BMW 6 Series GT 630d Luxury Line,2018,5830000,30000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,620Nm@ 2000-2500rpm,4.0
Maruti Swift Dzire VDI,2018,765000,59000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Maruti Swift Dzire VDI,2019,770000,27000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Renault KWID RXT,2018,350000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,990000,15000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Maruti Swift Dzire VDI,2019,800000,35700,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Renault KWID Climber 1.0 MT BSIV,2019,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0
Tata Nexon 1.2 Revotron XM,2018,700000,35000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Tata Tiago 1.05 Revotorq XZ,2018,540000,33000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5.0
Datsun RediGO S,2018,280000,50000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,72Nm@ 4386rpm,5.0
Tata Nexon 1.5 Revotorq XZ Plus,2018,980000,20000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0
Tata Nexon 1.5 Revotorq XZ Plus,2018,969999,21871,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0
Tata Tiago 1.2 Revotron XZ,2018,500000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Mahindra Scorpio S5 BSIV,2019,1000000,60000,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,280Nm@ 1800-2800rpm,7.0
Maruti Alto 800 VXI Optional,2018,350000,50000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,950000,14000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0
Toyota Fortuner 2.8 4WD AT BSIV,2020,3200000,3000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,450Nm@ 1600-2400rpm,7.0
Tata Tiago 1.2 Revotron XTA,2018,500000,5000,Petrol,Individual,Automatic,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968,188.0,400nm@ 1750-3000rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Mahindra Thar CRDe AC,2018,900000,12000,Diesel,Dealer,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
BMW 5 Series 520d Sport Line,2018,4000000,10000,Diesel,Dealer,Automatic,First Owner,22.48,1995,187.74,400Nm@ 1750-2500rpm,5.0
Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,17000,Petrol,Dealer,Automatic,First Owner,15.0,1991,194.4,300Nm@ 1600-4000rpm,5.0
Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999,148.31,382nm@ 1750-2250rpm,7.0
Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998,118.35,171.6Nm@ 1500-4000rpm,5.0
Mahindra Bolero Power Plus SLE,2019,740000,35000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7.0
Mahindra KUV 100 G80 K2,2018,400000,15000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6.0
Maruti Wagon R LXI Optional,2018,430000,14000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0
Mahindra XUV300 W8 Option BSIV,2019,1132000,20000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,200Nm@ 2000-3500rpm,5.0
Renault KWID RXL,2018,350000,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Maruti Alto K10 VXI,2018,390000,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0
Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,5000,Petrol,Individual,Automatic,First Owner,16.0,1368,160.77,250Nm@ 1750-2500rpm,5.0
Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,1150000,2286,Petrol,Trustmark Dealer,Automatic,First Owner,18.15,998,118.35,171.6Nm@ 1500-4000rpm,5.0
Maruti Swift AMT ZXI,2018,655000,15732,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Mahindra Thar DI 4X4,2019,890000,13000,Diesel,Dealer,Manual,First Owner,18.06,2523,63.0,182.5Nm@ 1500-1800rpm,7.0
Maruti Ignis 1.2 Zeta BSIV,2018,525000,33000,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
BMW 5 Series 520d Luxury Line,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda City i VTEC VX,2018,925000,28900,Petrol,Dealer,Manual,First Owner,17.8,1497,117.3,145Nm@ 4600rpm,5.0
Maruti Vitara Brezza VDi,2018,745000,48000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Maruti Vitara Brezza ZDi,2018,835000,17000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Volkswagen Polo 1.5 TDI Comfortline,2019,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,230Nm@ 1500-2500rpm,5.0
Maruti Vitara Brezza LDi Option,2018,725000,36521,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Renault KWID Climber 1.0 MT BSIV,2019,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0
Hyundai Creta 1.6 SX Option Executive,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151Nm@ 4850rpm,5.0
Maruti Ciaz Delta BSIV,2018,650000,22000,Petrol,Individual,Manual,Second Owner,21.56,1462,103.25,138Nm@ 4400rpm,5.0
Mahindra Thar CRDe,2018,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0
Tata Tigor 1.2 Revotron XT,2018,400000,22000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,551000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Ford Ecosport 1.5 DV5 MT Trend,2018,800000,37161,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,204Nm@ 2000-2750rpm,5.0
Mahindra KUV 100 G80 K8,2018,650000,6000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6.0
Maruti Swift Dzire AMT VXI,2019,600000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Renault KWID RXT Optional,2019,290000,21000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Ford Figo Aspire 1.5 TDCi Titanium,2018,793000,30000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000,50699,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5.0
Maruti Baleno RS 1.0 Petrol,2018,700000,48000,Petrol,Individual,Manual,Second Owner,21.1,998,100.5,150Nm@ 1700-4500rpm,5.0
Tata Tigor 2017-2020 XZ Plus,2019,650000,20000,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,114Nm@ 3500rpm,5.0
Tata Nexon 1.5 Revotorq XM,2018,850000,9500,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0
Maruti Eeco 7 Seater Standard BSIV,2019,359000,5500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,7.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,990000,60000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Skoda Kodiaq 2.0 TDI Style,2018,2800000,40000,Diesel,Individual,Automatic,First Owner,16.25,1968,148.0,340nm@ 1750-3000rpm,7.0
Maruti Wagon R VXI AMT Opt 1.2,2019,540000,5000,Petrol,Individual,Automatic,First Owner,20.52,1197,81.8,113Nm@ 4200rpm,5.0
Ford Freestyle Titanium Petrol BSIV,2018,690000,25000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120Nm@ 4250rpm,5.0
Hyundai Xcent 1.2 VTVT SX Option,2018,640000,20000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5.0
Volvo S90 D4 Inscription BSIV,2019,5500000,17000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Hyundai Xcent 1.2 CRDi S,2018,620000,70000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5.0
Maruti Baleno Zeta 1.3,2018,760000,50000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Hyundai Verna CRDi 1.6 SX Option,2018,1200000,40000,Diesel,Individual,Manual,First Owner,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5.0
Maruti Baleno Zeta 1.3,2018,760000,50000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Tata Tiago 1.2 Revotron XZ Plus Dual Tone,2019,500000,5000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,245Nm@ 1750rpm,5.0
Hyundai Creta 1.6 SX,2018,1220000,11000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151Nm@ 4850rpm,5.0
Maruti S-Presso VXI AT,2019,475000,5000,Petrol,Individual,Automatic,First Owner,21.7,998,67.0,90nm@ 3500rpm,5.0
Maruti Alto 800 LXI,2018,300000,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Honda City i-VTEC VX,2018,1180000,5500,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,145Nm@ 4600rpm,5.0
Ford Figo 1.2P Titanium MT,2019,530000,9500,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112Nm@ 4000rpm,5.0
Renault Captur 1.5 Diesel RXT,2018,1265000,12000,Diesel,Individual,Manual,First Owner,20.37,1461,108.45,240Nm@ 1750rpm,5.0
Maruti Ciaz Alpha Diesel,2019,1025000,32000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5.0
Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,245Nm@ 1750rpm,5.0
Hyundai Creta 1.6 SX,2018,1220000,11000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151Nm@ 4850rpm,5.0
Maruti S-Presso VXI AT,2019,475000,5000,Petrol,Individual,Automatic,First Owner,21.7,998,67.0,90nm@ 3500rpm,5.0
Maruti Alto 800 LXI,2018,300000,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Honda City i-VTEC VX,2018,1180000,5500,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,145Nm@ 4600rpm,5.0
Ford Figo 1.2P Titanium MT,2019,530000,9500,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112Nm@ 4000rpm,5.0
Renault Captur 1.5 Diesel RXT,2018,1265000,12000,Diesel,Individual,Manual,First Owner,20.37,1461,108.45,240Nm@ 1750rpm,5.0
Maruti Ciaz Alpha Diesel,2019,1025000,32000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5.0
Hyundai Verna CRDi 1.6 SX,2018,950000,70000,Diesel,Individual,Manual,First Owner,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5.0
Maruti Baleno Alpha Diesel,2018,750000,35000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Alto 800 LXI Optional,2018,310000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Maruti Wagon R VXI Optional,2018,432000,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0
Hyundai Xcent 1.2 CRDi E Plus,2018,680000,26000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.24nm@ 1750-2250rpm,5.0
Hyundai Creta 1.6 SX Option,2018,1175000,14000,Petrol,Dealer,Manual,First Owner,15.8,1591,121.3,151Nm@ 4850rpm,5.0
Maruti Celerio ZXI AMT BSIV,2018,470000,30000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5.0
Maruti Wagon R VXI Plus,2018,390000,25000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,880000,65000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Tata Nexon 1.5 Revotorq XT,2018,800000,85000,Diesel,Individual,Manual,Second Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0
Kia Seltos HTX Plus AT D,2019,1575000,20000,Diesel,Individual,Automatic,First Owner,17.8,1493,113.4,250nm@ 1500-2750rpm,5.0
Ford Freestyle Titanium Plus Diesel BSIV,2018,750000,24000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,215Nm@ 1750-3000rpm,5.0
Ford Freestyle Titanium Plus Diesel BSIV,2018,746000,24000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,215Nm@ 1750-3000rpm,5.0
